player,matches,runs,balls,strike_rate,wickets,balls_bowled,runs_conceded,economy,recent_form
Simarjeet Singh,3.0,7.0,8.0,87.5,10.0,193.0,265.0,8.238341968911918,0.875
Sohail Tanvir,5.0,36.0,31.0,116.12903225806453,24.0,265.0,275.0,6.226415094339623,1.1612903225806452
Sumit Kumar,3.0,18.0,26.0,69.23076923076923,0.0,22.0,38.0,10.363636363636363,0.6923076923076923
Sunny Gupta,1.0,0.0,1.0,0.0,0.0,19.0,47.0,14.842105263157896,0.0
Sunny Singh,5.0,43.0,31.0,138.70967741935485,0.0,0.0,0.0,0.0,1.3870967741935485
Suyash Sharma,0.0,0.0,0.0,0.0,11.0,264.0,381.0,8.659090909090908,0.0
Swapnil Singh,9.0,51.0,46.0,110.86956521739131,7.0,165.0,241.0,8.763636363636364,1.108695652173913
T Banton,2.0,18.0,22.0,81.81818181818183,0.0,0.0,0.0,0.0,0.8181818181818182
T Henderson,2.0,11.0,16.0,68.75,1.0,36.0,41.0,6.833333333333333,0.6875
T Kohler-Cadmore,3.0,48.0,54.0,88.88888888888889,0.0,0.0,0.0,0.0,0.8888888888888888
T Kohli,3.0,11.0,20.0,55.00000000000001,0.0,0.0,0.0,0.0,0.55
T Natarajan,2.0,3.0,5.0,60.0,76.0,1401.0,2001.0,8.569593147751606,0.6
T Shamsi,1.0,2.0,4.0,50.0,3.0,120.0,185.0,9.25,0.5
T Stubbs,17.0,405.0,239.0,169.4560669456067,4.0,25.0,29.0,6.959999999999999,1.6945606694560669
T Taibu,3.0,31.0,26.0,119.23076923076923,0.0,0.0,0.0,0.0,1.1923076923076923
T Thushara,4.0,12.0,19.0,63.1578947368421,10.0,144.0,164.0,6.833333333333333,0.631578947368421
TA Boult,22.0,83.0,82.0,101.21951219512195,128.0,2428.0,3286.0,8.120263591433279,1.0121951219512195
TD Paine,2.0,10.0,29.0,34.48275862068966,0.0,0.0,0.0,0.0,0.3448275862068966
TG Southee,19.0,120.0,108.0,111.11111111111111,57.0,1262.0,1774.0,8.434231378763867,1.1111111111111112
TH David,35.0,659.0,417.0,158.0335731414868,0.0,0.0,0.0,0.0,1.4766666666666666
TK Curran,10.0,127.0,108.0,117.59259259259258,13.0,252.0,432.0,10.285714285714285,1.1759259259259258
TL Seifert,3.0,26.0,26.0,100.0,0.0,0.0,0.0,0.0,1.0
TL Suman,39.0,676.0,587.0,115.1618398637138,7.0,152.0,198.0,7.815789473684211,1.13
TM Dilshan,50.0,1153.0,1047.0,110.12416427889207,5.0,275.0,368.0,8.02909090909091,0.9333333333333333
TM Head,25.0,772.0,458.0,168.5589519650655,3.0,58.0,113.0,11.689655172413794,1.8333333333333333
TM Srivastava,3.0,8.0,11.0,72.72727272727273,0.0,0.0,0.0,0.0,0.7272727272727273
TP Sudhindra,0.0,0.0,0.0,0.0,1.0,74.0,137.0,11.108108108108109,0.0
TR Birt,5.0,75.0,59.0,127.11864406779661,0.0,0.0,0.0,0.0,1.271186440677966
TS Mills,5.0,8.0,14.0,57.14285714285714,11.0,218.0,349.0,9.605504587155963,0.5714285714285714
TU Deshpande,4.0,21.0,15.0,140.0,46.0,831.0,1275.0,9.205776173285198,1.4
Tanush Kotian,1.0,24.0,32.0,75.0,0.0,0.0,0.0,0.0,0.75
Tejas Baroka,0.0,0.0,0.0,0.0,0.0,21.0,33.0,9.428571428571429,0.0
Tilak Varma,38.0,1156.0,830.0,139.27710843373492,0.0,23.0,28.0,7.304347826086957,1.4933333333333334
U Kaul,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UA Birla,1.0,7.0,15.0,46.666666666666664,0.0,0.0,0.0,0.0,0.4666666666666667
UBT Chand,20.0,300.0,314.0,95.54140127388536,0.0,0.0,0.0,0.0,0.99
UT Khawaja,6.0,127.0,105.0,120.95238095238095,0.0,0.0,0.0,0.0,1.2095238095238094
UT Yadav,48.0,208.0,211.0,98.5781990521327,163.0,3190.0,4442.0,8.354858934169279,0.985781990521327
Umar Gul,4.0,39.0,19.0,205.26315789473685,14.0,153.0,198.0,7.764705882352942,2.0526315789473686
Umran Malik,5.0,23.0,16.0,143.75,31.0,519.0,785.0,9.07514450867052,1.4375
V Kaverappa,0.0,0.0,0.0,0.0,2.0,24.0,36.0,9.0,0.0
V Kohli,244.0,8014.0,6236.0,128.51186658114176,5.0,264.0,371.0,8.431818181818182,1.5566666666666666
V Pratap Singh,1.0,0.0,1.0,0.0,12.0,211.0,300.0,8.530805687203792,0.0
V Sehwag,104.0,2728.0,1833.0,148.82705946535734,6.0,138.0,236.0,10.26086956521739,1.3566666666666667
V Shankar,58.0,1115.0,890.0,125.2808988764045,12.0,258.0,344.0,8.0,1.3266666666666667
V Viyaskanth,1.0,7.0,5.0,140.0,1.0,60.0,90.0,9.0,1.4
VG Arora,7.0,9.0,17.0,52.94117647058824,20.0,418.0,598.0,8.583732057416269,0.5294117647058824
VH Zol,2.0,29.0,26.0,111.53846153846155,0.0,0.0,0.0,0.0,1.1153846153846154
VR Aaron,12.0,50.0,73.0,68.4931506849315,46.0,1065.0,1527.0,8.60281690140845,0.684931506849315
VR Iyer,49.0,1326.0,1000.0,132.6,3.0,84.0,145.0,10.357142857142858,1.5333333333333334
VRV Singh,2.0,4.0,3.0,133.33333333333331,16.0,371.0,549.0,8.878706199460916,1.3333333333333333
VS Malik,2.0,7.0,7.0,100.0,6.0,212.0,268.0,7.584905660377358,1.0
VS Yeligati,1.0,2.0,2.0,100.0,0.0,32.0,61.0,11.4375,1.0
VVS Laxman,20.0,282.0,271.0,104.0590405904059,0.0,0.0,0.0,0.0,1.040590405904059
VY Mahesh,5.0,15.0,28.0,53.57142857142857,22.0,359.0,511.0,8.540389972144848,0.5357142857142857
Vijaykumar Vyshak,4.0,14.0,13.0,107.6923076923077,17.0,243.0,396.0,9.777777777777777,1.0769230769230769
Virat Singh,2.0,15.0,26.0,57.692307692307686,0.0,0.0,0.0,0.0,0.5769230769230769
Vishnu Vinod,6.0,56.0,58.0,96.55172413793103,0.0,0.0,0.0,0.0,0.9655172413793104
Vivrant Sharma,1.0,69.0,49.0,140.81632653061226,0.0,21.0,37.0,10.571428571428571,1.4081632653061225
W Jaffer,8.0,130.0,129.0,100.7751937984496,0.0,0.0,0.0,0.0,1.0077519379844961
WA Mota,8.0,56.0,76.0,73.68421052631578,4.0,75.0,98.0,7.84,0.7368421052631579
WD Parnell,13.0,65.0,86.0,75.5813953488372,40.0,758.0,968.0,7.6622691292875995,0.7558139534883721
WG Jacks,8.0,230.0,133.0,172.93233082706766,2.0,55.0,100.0,10.909090909090908,1.7293233082706767
WP Saha,143.0,2934.0,2368.0,123.90202702702702,0.0,0.0,0.0,0.0,1.2066666666666668
WPUJC Vaas,11.0,81.0,73.0,110.95890410958904,22.0,288.0,364.0,7.583333333333333,1.1095890410958904
Washington Sundar,38.0,378.0,341.0,110.85043988269794,39.0,1064.0,1335.0,7.5281954887218046,1.0666666666666667
X Thalaivan Sargunam,1.0,10.0,17.0,58.82352941176471,0.0,0.0,0.0,0.0,0.5882352941176471
Y Gnaneswara Rao,1.0,19.0,18.0,105.55555555555556,0.0,6.0,7.0,7.0,1.0555555555555556
Y Nagar,20.0,285.0,271.0,105.1660516605166,4.0,72.0,125.0,10.416666666666668,1.051660516605166
Y Prithvi Raj,1.0,0.0,1.0,0.0,1.0,33.0,57.0,10.363636363636363,0.0
Y Venugopal Rao,52.0,985.0,865.0,113.87283236994219,7.0,222.0,338.0,9.135135135135135,1.0733333333333333
YA Abdulla,1.0,0.0,1.0,0.0,15.0,222.0,311.0,8.405405405405405,0.0
YBK Jaiswal,52.0,1607.0,1095.0,146.7579908675799,0.0,1.0,6.0,36.0,1.5166666666666666
YK Pathan,153.0,3222.0,2334.0,138.04627249357327,46.0,1184.0,1443.0,7.3125,1.1266666666666667
YS Chahal,17.0,37.0,89.0,41.57303370786517,213.0,3628.0,4681.0,7.741455347298787,0.4157303370786517
YV Dhull,3.0,16.0,23.0,69.56521739130434,0.0,0.0,0.0,0.0,0.6956521739130435
YV Takawale,10.0,192.0,183.0,104.91803278688525,0.0,0.0,0.0,0.0,1.0491803278688525
Yash Dayal,1.0,0.0,1.0,0.0,31.0,615.0,933.0,9.102439024390243,0.0
Yash Thakur,0.0,0.0,0.0,0.0,27.0,432.0,702.0,9.75,0.0
Yashpal Singh,4.0,47.0,67.0,70.1492537313433,0.0,0.0,0.0,0.0,0.7014925373134329
Younis Khan,1.0,3.0,7.0,42.857142857142854,0.0,0.0,0.0,0.0,0.42857142857142855
Yudhvir Singh,4.0,22.0,16.0,137.5,4.0,74.0,125.0,10.135135135135135,1.375
Yuvraj Singh,126.0,2754.0,2207.0,124.78477571363842,39.0,882.0,1091.0,7.421768707482993,1.1033333333333333
Z Khan,27.0,117.0,141.0,82.97872340425532,119.0,2276.0,2860.0,7.539543057996484,0.8297872340425532
